time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-02T03:27:51.260Z,36.4583,141.2201,31.46,4.9,mb,,117,1.449,1.1,us,us1000h5gh,2018-10-03T15:49:06.455Z,"53km ESE of Hitachi, Japan",earthquake,6.8,5.4,0.063,78,reviewed,us,us
2018-10-02T02:42:49.180Z,31.8586,50.527,10,4.9,mb,,59,5.165,0.87,us,us1000h5g4,2018-10-02T03:04:29.040Z,"44km S of Farsan, Iran",earthquake,7.5,1.8,0.061,85,reviewed,us,us
2018-10-02T00:16:45.760Z,-10.4623,120.1589,26,5.9,mww,,49,2.738,1.25,us,us1000h5el,2018-10-02T05:21:27.574Z,"30km SSW of Nggongi, Indonesia",earthquake,6.5,1.8,0.073,18,reviewed,us,us
2018-10-01T23:59:43.070Z,-10.4964,120.2207,29,6,mww,,46,2.715,1.19,us,us1000h5eg,2018-10-02T05:17:03.108Z,"33km S of Nggongi Satu, Indonesia",earthquake,6.6,1.9,0.043,51,reviewed,us,us
2018-10-01T23:46:39.550Z,-0.6579,119.8785,10,5.2,mww,,50,1.975,0.94,us,us1000h5eb,2018-10-02T16:51:37.040Z,"25km N of Palu, Indonesia",earthquake,5.7,1.9,0.071,19,reviewed,us,us
2018-10-01T23:27:06.090Z,-10.4753,120.2032,22.25,5.4,mb,,59,2.714,0.93,us,us1000h5e3,2018-10-04T23:24:28.040Z,"31km S of Nggongi Satu, Indonesia",earthquake,6.8,5.1,0.051,134,reviewed,us,us
2018-10-01T23:12:02.580Z,-10.4914,120.1536,10,5,mww,,46,2.761,1.48,us,us1000h5du,2018-10-01T23:38:40.040Z,"33km SSW of Nggongi Satu, Indonesia",earthquake,5.8,1.7,0.073,18,reviewed,us,us
2018-10-01T22:01:21.220Z,-26.5973,67.8247,10,4.7,mb,,77,7.946,0.98,us,us1000h7nb,2018-10-10T03:34:54.040Z,"Indian Ocean Triple Junction",earthquake,9.7,1.8,0.123,20,reviewed,us,us
2018-10-01T21:43:02.780Z,16.7749,-93.9772,115.65,5.3,mww,,68,0.923,1.18,us,us1000h5c4,2018-10-10T03:32:46.752Z,"28km W of Cintalapa de Figueroa, Mexico",earthquake,4.6,3.3,0.044,50,reviewed,us,us
2018-10-01T20:43:03.300Z,-26.4659,67.4855,10,4.5,mb,,153,53.737,0.57,us,us1000h7n0,2018-10-08T17:38:13.040Z,"Indian Ocean Triple Junction",earthquake,9.2,1.9,0.181,9,reviewed,us,us
2018-10-01T19:29:23.330Z,38.9592,142.8115,36.52,4.5,mb,,167,1.925,1.03,us,us1000h7n9,2018-10-08T19:22:59.040Z,"87km ESE of Kamaishi, Japan",earthquake,7.7,13.3,0.191,8,reviewed,us,us
2018-10-01T19:11:12.110Z,-21.7185,69.0677,10,4.6,mb,,103,14.594,0.86,us,us1000h7mx,2018-10-08T17:20:30.040Z,"Mid-Indian Ridge",earthquake,9.4,1.9,0.193,9,reviewed,us,us
2018-10-01T18:16:42.100Z,-26.5859,67.5826,10,5.3,mww,,41,14.004,0.87,us,us1000h55w,2018-10-08T15:08:17.765Z,"Indian Ocean Triple Junction",earthquake,10.6,1.8,0.062,25,reviewed,us,us
2018-10-01T18:12:59.950Z,-26.6055,67.5574,10,5.2,mb,,50,37.401,0.7,us,us1000h55v,2018-10-08T20:14:03.040Z,"Indian Ocean Triple Junction",earthquake,12.3,1.8,0.072,64,reviewed,us,us
2018-10-01T18:03:54.390Z,-24.0939,-66.7867,197.47,4.7,mwr,,54,1.71,0.72,us,us1000h55a,2018-10-08T14:58:05.040Z,"49km WNW of San Antonio de los Cobres, Argentina",earthquake,6.1,6.6,,,reviewed,us,guc
2018-10-01T18:03:02.490Z,-26.5512,67.5325,10,4.8,mb,,77,37.392,0.6,us,us1000h7mt,2018-10-08T17:12:08.040Z,"Indian Ocean Triple Junction",earthquake,8.7,1.9,0.089,39,reviewed,us,us
2018-10-01T17:58:30.670Z,-12.809,45.21,10,4.5,mb,,50,6.036,0.94,us,us1000h5aj,2018-10-08T15:10:17.709Z,"3km SSW of Mamoudzou, Mayotte",earthquake,7.8,1.8,0.116,22,reviewed,us,us
2018-10-01T17:39:01.790Z,-0.6825,119.8124,10,4.7,mb,,51,2.028,0.83,us,us1000h53t,2018-10-08T15:20:10.951Z,"24km NNW of Palu, Indonesia",earthquake,3.3,1.8,0.079,49,reviewed,us,us
2018-10-01T15:35:38.520Z,-16.9986,-179.1581,536.94,4.5,mb,,70,2.764,0.84,us,us1000h7mq,2018-10-10T13:20:48.040Z,"168km ESE of Lambasa, Fiji",earthquake,14.2,8.8,0.104,27,reviewed,us,us
2018-10-01T15:11:49.730Z,-45.7585,-75.8632,10,5.3,mww,,140,1.992,0.62,us,us1000h50j,2018-10-09T21:01:01.040Z,"239km W of Puerto Chacabuco, Chile",earthquake,8.4,1.9,0.075,17,reviewed,us,us
2018-10-01T15:07:11.250Z,26.7516,129.7105,10,4.7,mb,,98,1.288,0.27,us,us1000h7mm,2018-10-09T20:58:24.040Z,"173km E of Nago, Japan",earthquake,6,1.9,0.166,14,reviewed,us,us
2018-10-01T14:45:25.240Z,-21.0669,-67.2876,171.46,4.6,mb,,130,1.96,1.42,us,us1000h7ml,2018-10-09T20:31:35.040Z,"82km SW of Uyuni, Bolivia",earthquake,9.3,9.6,0.544,2,reviewed,us,us
2018-10-01T14:12:39.970Z,67.7838,123.279,14.83,4.5,mb,,138,4.329,0.87,us,us1000h7ms,2018-10-09T20:10:06.040Z,"113km N of Zhigansk, Russia",earthquake,8.8,6.7,0.221,6,reviewed,us,us
2018-10-01T14:11:47.110Z,-9.1669,124.0688,95.06,4.6,mb,,73,0.616,1.09,us,us1000h4zj,2018-10-09T19:45:55.040Z,"54km NW of Kefamenanu, Indonesia",earthquake,6.5,6.8,0.117,22,reviewed,us,us
2018-10-01T13:24:44.800Z,12.9046,92.2347,25.65,5.1,mb,,77,1.337,0.88,us,us1000h4z5,2018-10-09T19:32:31.040Z,"143km NNW of Bamboo Flat, India",earthquake,6.7,3.9,0.055,106,reviewed,us,us
2018-10-01T13:20:56.170Z,-24.089,-176.1442,10,5,mb,,76,5.377,0.89,us,us1000h4z7,2018-10-09T19:30:35.040Z,"South of the Fiji Islands",earthquake,9.7,1.9,0.103,36,reviewed,us,us
2018-10-01T10:32:59.960Z,3.3661,126.9491,35.8,4.9,mb,,135,2.61,0.83,us,us1000h4y0,2018-10-01T12:07:59.040Z,"216km NNW of Tobelo, Indonesia",earthquake,9.7,7.1,0.069,85,reviewed,us,us
2018-10-01T09:50:19.660Z,-26.0776,-177.0519,107.7,4.8,mb,,119,3.249,0.57,us,us1000h4xv,2018-10-01T11:04:20.040Z,"South of the Fiji Islands",earthquake,6,7.2,0.135,23,reviewed,us,us
2018-10-01T07:21:40.090Z,-26.6777,67.6257,10,5.3,mb,,57,7.922,0.61,us,us1000h4wp,2018-10-01T07:41:00.040Z,"Indian Ocean Triple Junction",earthquake,9.7,1.9,0.064,81,reviewed,us,us
2018-10-01T06:02:49.300Z,-26.5731,67.597,10,5.1,mb,,90,37.443,0.7,us,us1000h4wg,2018-10-01T06:51:45.040Z,"Indian Ocean Triple Junction",earthquake,13.8,1.9,0.08,50,reviewed,us,us
2018-10-01T05:43:35.190Z,-0.0102,119.6192,10,5.1,mww,,64,1.61,1.26,us,us1000h4vq,2018-10-02T17:07:48.040Z,"101km NNW of Palu, Indonesia",earthquake,6.4,1.8,0.08,15,reviewed,us,us
2018-10-01T04:28:00.030Z,-36.1867,52.5054,10,5.3,mb,,36,10.245,0.97,us,us1000h4ve,2018-10-10T03:02:49.040Z,"Southwest Indian Ridge",earthquake,9.2,1.7,0.061,90,reviewed,us,us
2018-10-01T04:26:28.480Z,-26.562,67.6604,10,5.1,mb,,62,7.839,0.76,us,us1000h7ll,2018-10-10T03:09:59.040Z,"Indian Ocean Triple Junction",earthquake,10.9,1.8,0.073,61,reviewed,us,us
2018-10-01T04:26:19.310Z,-18.9725,-172.922,10,4.8,mb,,103,2.835,0.83,us,us1000h7lm,2018-10-10T02:56:13.040Z,"117km ESE of Neiafu, Tonga",earthquake,10.9,1.9,0.121,22,reviewed,us,us
2018-10-01T04:04:44.950Z,-26.5261,67.5168,10,4.9,mb,,140,44.742,0.83,us,us1000h7lb,2018-10-10T02:43:43.040Z,"Indian Ocean Triple Junction",earthquake,14.5,1.9,0.112,26,reviewed,us,us
2018-10-01T03:24:08.270Z,-26.4844,67.6761,10,4.5,mb,,76,37.532,0.73,us,us1000h7m0,2018-10-10T02:09:09.040Z,"Indian Ocean Triple Junction",earthquake,10.5,1.8,0.164,12,reviewed,us,us
2018-10-01T02:22:05.340Z,42.85,142.0325,50.16,4.8,mb,,79,1.178,0.88,us,us1000h4uw,2018-10-10T02:02:42.751Z,"31km E of Chitose, Japan",earthquake,6.4,6.8,0.029,359,reviewed,us,us
2018-09-30T21:58:02.130Z,-5.7825,146.7914,85.57,5,mb,,37,3.617,0.99,us,us1000h4sf,2018-09-30T23:09:47.648Z,"106km NNW of Lae, Papua New Guinea",earthquake,8.5,7.6,0.053,112,reviewed,us,us
2018-09-30T18:45:57.460Z,51.5716,174.1602,31.98,4.6,mb,,194,3.219,0.84,us,us1000h4qp,2018-10-09T18:36:57.315Z,"128km S of Shemya Island, Alaska",earthquake,14,9,0.079,48,reviewed,us,us
2018-09-30T17:13:18.170Z,13.0845,-90.3727,10,4.5,mb,,219,1.261,0.88,us,us1000h4pt,2018-09-30T19:52:02.040Z,"81km SW of Acajutla, El Salvador",earthquake,7,2,0.124,19,reviewed,us,us
2018-09-30T16:07:00.710Z,31.9167,141.6083,16.41,4.6,mb,,89,4.83,1.33,us,us1000h7kb,2018-10-09T16:53:12.040Z,"213km SE of Hachijo-jima, Japan",earthquake,9.6,3.8,0.125,19,reviewed,us,us
2018-09-30T15:01:26.970Z,-1.3058,120.1667,10,4.6,mb,,87,2.478,0.86,us,us1000h4pb,2018-10-09T16:07:41.040Z,"55km WNW of Kasiguncu, Indonesia",earthquake,4.2,1.9,0.111,24,reviewed,us,us
2018-09-30T14:38:42.520Z,-1.2936,120.179,10,4.8,mb,,63,2.463,0.55,us,us1000h4p2,2018-10-09T15:47:43.040Z,"54km WNW of Kasiguncu, Indonesia",earthquake,3.3,1.9,0.089,39,reviewed,us,us
2018-09-30T13:23:27.740Z,28.9267,57.4876,10,4.7,mb,,129,4.127,0.63,us,us1000h4n3,2018-10-09T15:21:34.040Z,"77km ESE of Kuh Sefid, Iran",earthquake,4.7,1.9,0.108,26,reviewed,us,us
2018-09-30T13:15:57.300Z,35.0695,26.2618,75.83,4.9,mb,,69,0.876,0.81,us,us1000h4mx,2018-10-09T15:19:49.040Z,"14km S of Palaikastron, Greece",earthquake,4.3,6.9,0.04,194,reviewed,us,us
2018-09-30T10:52:23.210Z,-18.3722,-178.0949,551.19,6.6,mww,,22,3.717,1.14,us,us1000h4l1,2018-10-01T15:49:41.040Z,"260km NNE of Ndoi Island, Fiji",earthquake,9.6,5.8,0.058,29,reviewed,us,us
2018-09-30T09:42:22.360Z,-28.5858,-178.1393,169.12,4.7,mb,,115,0.682,0.54,us,us1000h4kk,2018-09-30T10:10:15.040Z,"79km NNW of Raoul Island, New Zealand",earthquake,16.9,7.1,0.102,29,reviewed,us,us
2018-09-30T08:54:04.770Z,42.5574,142.0905,29.94,5,mww,,66,0.959,1,us,us1000h4k1,2018-10-01T02:41:46.229Z,"33km NW of Shizunai, Japan",earthquake,6.3,4.3,0.073,18,reviewed,us,us
2018-09-30T03:32:32.250Z,12.447,142.7549,10,4.8,mb,,90,2.352,1.06,us,us1000h7jj,2018-10-05T23:25:13.040Z,"226km WSW of Merizo Village, Guam",earthquake,6,1.9,0.154,14,reviewed,us,us
2018-09-30T02:35:41.800Z,-10.8299,166.008,127.83,4.5,mb,,109,6.125,0.65,us,us1000h4i8,2018-09-30T03:21:23.040Z,"22km ESE of Lata, Solomon Islands",earthquake,6.1,8.3,0.085,41,reviewed,us,us
2018-09-29T23:21:24.320Z,20.3114,-65.6141,10,4.5,mb,,81,2.019,0.62,us,us1000h4gs,2018-09-30T02:18:45.914Z,"209km N of Loiza, Puerto Rico",earthquake,6.6,1.9,0.063,74,reviewed,us,us
2018-09-29T18:34:41.530Z,-15.6404,168.2207,18.77,4.9,mww,,56,6.151,0.81,us,us1000h4cy,2018-10-02T14:52:15.040Z,"100km ENE of Lakatoro, Vanuatu",earthquake,7.7,3.9,0.078,16,reviewed,us,us
2018-09-29T17:53:26.700Z,5.0816,127.0862,91.84,4.5,mb,,65,2.479,0.6,us,us1000h4cn,2018-10-02T14:04:55.040Z,"173km SE of Pondaguitan, Philippines",earthquake,8.4,7.1,0.113,26,reviewed,us,us
2018-09-29T10:30:18.480Z,-1.4535,120.2112,10,5.1,mww,,48,2.592,0.7,us,us1000h47j,2018-10-02T17:29:21.040Z,"49km W of Kasiguncu, Indonesia",earthquake,2.1,1.9,0.073,18,reviewed,us,us
2018-09-29T09:25:54.900Z,42.7577,141.9477,35,4.5,mb,,75,1.163,0.45,us,us1000h479,2018-09-30T08:07:39.215Z,"25km ESE of Chitose, Japan",earthquake,3.7,2,0.088,38,reviewed,us,us
2018-09-29T07:40:11.760Z,-1.504,120.1773,10,5.1,mb,,56,2.634,0.49,us,us1000h46e,2018-09-29T07:56:46.040Z,"53km W of Kasiguncu, Indonesia",earthquake,6.1,1.9,0.081,50,reviewed,us,us
2018-09-29T06:36:12.650Z,-1.2664,120.6793,10,4.8,mb,,78,2.103,0.92,us,us1000h463,2018-09-29T06:51:16.040Z,"16km NNW of Poso, Indonesia",earthquake,6.5,1.9,0.103,29,reviewed,us,us
2018-09-29T05:38:51.080Z,-18.371,-69.3333,132.51,4.7,mb,,68,0.789,0.89,us,us1000h45r,2018-09-29T05:58:13.040Z,"30km SE of Putre, Chile",earthquake,4.3,7.2,0.123,20,reviewed,us,us
2018-09-29T04:40:34.210Z,47.1334,152.6441,86.76,4.9,mb,,132,6.756,0.89,us,us1000h45a,2018-10-08T05:33:03.040Z,"Kuril Islands",earthquake,10.7,7,0.03,336,reviewed,us,us
2018-09-29T02:32:50.860Z,-1.5727,120.0516,10,4.9,mb,,57,2.764,0.82,us,us1000h44u,2018-09-29T02:48:53.040Z,"69km WSW of Kasiguncu, Indonesia",earthquake,4.6,1.9,0.093,36,reviewed,us,us
2018-09-28T22:17:50.700Z,-1.7882,120.2517,10,4.5,mb,,36,2.626,0.68,us,us1000h43j,2018-10-08T05:42:09.040Z,"57km WNW of Pendolo, Indonesia",earthquake,4.6,1.9,0.087,39,reviewed,us,us
2018-09-28T21:24:01.560Z,-1.584,120.1806,7.15,5,mww,,48,2.645,0.71,us,us1000h42g,2018-09-28T21:39:18.040Z,"55km WSW of Kasiguncu, Indonesia",earthquake,6.1,4.6,0.073,18,reviewed,us,us
2018-09-28T17:05:45.640Z,-1.4274,120.1868,10,4.6,mb,,57,2.59,1.19,us,us1000h3xi,2018-09-29T19:20:45.040Z,"52km W of Kasiguncu, Indonesia",earthquake,3.6,1.9,0.103,29,reviewed,us,us
2018-09-28T16:47:26.550Z,-5.6511,152.0145,59.95,4.6,mb,,150,1.457,1.04,us,us1000h3ww,2018-09-28T19:27:11.040Z,"146km S of Kokopo, Papua New Guinea",earthquake,7.3,8,0.107,26,reviewed,us,us
2018-09-28T15:35:42.250Z,-1.2892,119.7498,10,5,mb,,87,2.598,1.38,us,us1000h3v4,2018-09-28T16:20:36.040Z,"45km SSW of Palu, Indonesia",earthquake,4.5,1.9,0.1,32,reviewed,us,us
2018-09-28T15:28:13.350Z,-0.6983,119.9347,10,4.9,mb,,72,1.986,0.89,us,us1000h3uz,2018-09-28T16:13:42.040Z,"22km NNE of Palu, Indonesia",earthquake,6.1,1.9,0.089,40,reviewed,us,us
2018-09-28T14:56:09.580Z,1.1207,95.75,10,4.5,mb,,139,1.834,0.78,us,us1000h73n,2018-10-07T13:02:22.040Z,"165km SSW of Sinabang, Indonesia",earthquake,10.7,1.9,0.131,17,reviewed,us,us
2018-09-28T14:44:23.090Z,-10.9275,164.6303,10,4.6,mb,,149,4.841,0.95,us,us1000h73l,2018-10-07T12:53:53.040Z,"133km W of Lata, Solomon Islands",earthquake,10.5,1.9,0.157,12,reviewed,us,us
2018-09-28T14:39:25.570Z,-43.0585,42.3064,10,4.8,mb,,58,15.861,0.74,us,us1000h73k,2018-10-07T12:50:09.040Z,"Prince Edward Islands region",earthquake,9.1,1.8,0.121,21,reviewed,us,us
2018-09-28T14:26:00.960Z,0.0819,119.549,10,5.4,mb,,35,1.601,1.08,us,us1000h3t2,2018-10-07T12:45:43.040Z,"113km NNW of Palu, Indonesia",earthquake,6.3,1.8,0.057,106,reviewed,us,us
2018-09-28T14:24:40.150Z,-0.7277,120.1456,10,4.6,mb,,72,1.934,1.08,us,us1000h73i,2018-10-07T12:44:00.040Z,"35km ENE of Palu, Indonesia",earthquake,4.9,1.9,0.122,20,reviewed,us,us
2018-09-28T14:16:04.200Z,-1.4336,120.1255,10,4.5,mb,,90,2.611,1.25,us,us1000h47t,2018-10-07T12:38:26.040Z,"58km W of Kasiguncu, Indonesia",earthquake,5.3,1.9,0.116,22,reviewed,us,us
2018-09-28T14:10:49.570Z,-0.7567,120.5045,10,4.6,mb,,53,1.876,1.03,us,us1000h744,2018-10-07T12:34:39.040Z,"72km ENE of Palu, Indonesia",earthquake,6.3,1.9,0.103,28,reviewed,us,us
2018-09-28T14:10:08.400Z,-0.0571,119.7788,10,4.7,mb,,93,1.533,0.82,us,us1000h3sv,2018-10-07T12:17:11.040Z,"92km N of Palu, Indonesia",earthquake,3.7,1.9,0.106,27,reviewed,us,us
2018-09-28T13:56:50.420Z,0.0382,119.5964,10,4.6,mb,,87,1.594,1.11,us,us1000h3sr,2018-10-07T12:14:39.040Z,"107km NNW of Palu, Indonesia",earthquake,7.2,1.9,0.105,27,reviewed,us,us
2018-09-28T13:49:53.120Z,-30.2309,-71.5087,42.05,4.6,mb,,131,0.389,0.81,us,us1000h3si,2018-10-07T12:05:56.040Z,"34km SSW of Coquimbo, Chile",earthquake,7.2,11.2,0.314,3,reviewed,us,us
2018-09-28T13:39:44.430Z,-1.4136,119.9655,10,5.2,mb,,40,2.637,1.23,us,us1000h3sh,2018-10-07T06:59:09.040Z,"58km S of Palu, Indonesia",earthquake,4.5,1.8,0.07,68,reviewed,us,us
2018-09-28T13:35:30.630Z,0.0583,119.6822,10,5.7,ms_20,,21,1.517,0.82,us,us1000h3sd,2018-10-07T06:57:30.840Z,"107km N of Palu, Indonesia",earthquake,6.1,1.7,0.051,85,reviewed,us,us
2018-09-28T13:28:51.680Z,-1.1697,120.0054,10,4.5,mb,,87,2.394,1.17,us,us1000h74a,2018-10-07T06:49:59.040Z,"34km SSE of Palu, Indonesia",earthquake,6.2,1.3,0.121,20,reviewed,us,us
2018-09-28T13:10:26.800Z,-0.0491,119.8111,10,4.9,mb,,63,1.506,0.93,us,us1000h3s8,2018-10-07T06:37:01.040Z,"93km N of Palu, Indonesia",earthquake,3.8,1.9,0.087,41,reviewed,us,us
2018-09-28T12:39:34.280Z,-1.1164,120.2294,10,4.7,mb,,83,2.28,0.89,us,us1000h3s9,2018-09-28T14:07:00.040Z,"47km ESE of Palu, Indonesia",earthquake,2.9,1.9,0.097,32,reviewed,us,us
2018-09-28T12:32:44.900Z,15.0849,-60.4467,37.7,5.4,mb,,64,0.516,0.93,us,us1000h3s0,2018-09-29T23:25:59.773Z,"67km ENE of Sainte-Marie, Martinique",earthquake,5.7,6.5,0.023,637,reviewed,us,us
2018-09-28T12:27:33.240Z,-0.4638,119.9147,10,5.1,mb,,52,1.788,0.8,us,us1000h3rz,2018-09-28T12:43:10.040Z,"47km N of Palu, Indonesia",earthquake,4.4,1.9,0.075,57,reviewed,us,us
2018-09-28T12:05:04.170Z,-0.4545,120.0904,10,4.7,mb,,125,1.701,0.9,us,us1000h3ry,2018-09-28T12:49:41.040Z,"54km NNE of Palu, Indonesia",earthquake,7.5,1.9,0.101,30,reviewed,us,us
2018-09-28T11:06:51.150Z,-1.4933,120.0254,10,5.2,mb,,52,2.695,1.07,us,us1000h3ra,2018-09-28T11:23:06.040Z,"68km SSE of Palu, Indonesia",earthquake,5.3,1.9,0.073,62,reviewed,us,us
2018-09-28T10:50:25.150Z,-0.7541,119.9473,10,5.7,mb,,35,2.032,0.99,us,us1000h3r6,2018-09-28T12:52:48.395Z,"17km NNE of Palu, Indonesia",earthquake,5.7,1.8,0.057,109,reviewed,us,us
2018-09-28T10:47:44.560Z,-0.5107,119.8708,10,5.1,mb,,77,1.85,0.69,us,us1000h3r7,2018-09-28T11:07:38.040Z,"42km N of Palu, Indonesia",earthquake,4.7,1.8,0.096,35,reviewed,us,us
2018-09-28T10:39:03.050Z,-0.6736,119.8905,10,5.4,mb,,41,1.984,1.33,us,us1000h3r4,2018-09-28T10:58:53.040Z,"24km N of Palu, Indonesia",earthquake,6,1.8,0.063,85,reviewed,us,us
2018-09-28T10:25:04.440Z,-1.0625,119.9609,10,5.8,mb,,40,2.309,1.27,us,us1000h3pn,2018-09-28T12:27:38.671Z,"21km SSE of Palu, Indonesia",earthquake,4.7,1.8,0.063,92,reviewed,us,us
2018-09-28T10:16:49.140Z,-0.8871,120.027,10,5.7,mb,,48,2.123,0.67,us,us1000h3rc,2018-09-28T12:19:06.006Z,"17km E of Palu, Indonesia",earthquake,5.9,1.8,0.071,71,reviewed,us,us
2018-09-28T10:14:20.450Z,0.0023,119.7561,10,5.8,mb,,41,1.504,1.45,us,us1000h3p8,2018-09-28T12:16:34.637Z,"99km N of Palu, Indonesia",earthquake,5.8,1.8,0.06,101,reviewed,us,us
2018-09-28T10:02:43.480Z,-0.1781,119.8401,10,7.5,mww,,27,1.589,1.27,us,us1000h3p4,2018-10-09T22:12:14.531Z,"78km N of Palu, Indonesia",earthquake,5.6,1.8,0.08,15,reviewed,us,us
2018-09-28T09:57:38.080Z,-0.2621,119.938,10,4.8,mb,,102,1.603,0.81,us,us1000h3q6,2018-09-28T10:45:41.040Z,"70km N of Palu, Indonesia",earthquake,6.7,1.5,0.138,16,reviewed,us,us
2018-09-28T09:20:38.950Z,0.8729,97.0153,35,4.6,mb,,142,0.705,1.01,us,us1000h3nt,2018-09-28T09:53:37.040Z,"191km SSE of Sinabang, Indonesia",earthquake,6.2,2,0.103,28,reviewed,us,us
2018-09-28T08:24:58.480Z,-0.3423,119.8708,10,5,mb,,61,1.707,0.62,us,us1000h3nd,2018-09-28T08:39:56.040Z,"60km N of Palu, Indonesia",earthquake,6,1.9,0.087,42,reviewed,us,us
2018-09-28T07:28:37.550Z,-0.3785,119.926,10,4.9,mb,,74,1.709,0.96,us,us1000h3mz,2018-09-28T08:01:27.788Z,"57km N of Palu, Indonesia",earthquake,6.1,1.9,0.099,32,reviewed,us,us
2018-09-28T07:19:47.750Z,54.5399,161.4422,54.92,4.9,mb,,106,7.697,0.8,us,us1000h3ms,2018-09-28T07:35:35.040Z,"199km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,7.6,5.3,0.035,251,reviewed,us,us
2018-09-28T07:06:40.070Z,-26.4839,67.6203,10,5.6,mb,,41,7.754,0.69,us,us1000h3ml,2018-09-28T17:29:25.040Z,"Indian Ocean Triple Junction",earthquake,9.4,1.8,0.071,71,reviewed,us,us
2018-09-28T07:03:18.440Z,-0.2058,120.0127,10,5.4,mb,,72,1.517,0.59,us,us1000h3n0,2018-09-28T07:47:50.040Z,"77km NNE of Palu, Indonesia",earthquake,6.5,0.9,0.111,28,reviewed,us,us
2018-09-28T07:00:01.950Z,-0.3976,119.7631,18.08,6.1,mww,,33,1.812,1.17,us,us1000h3mf,2018-09-28T18:16:30.933Z,"55km NNW of Palu, Indonesia",earthquake,6.1,4.1,0.071,19,reviewed,us,us
2018-09-28T06:21:54.840Z,-26.5159,67.599,10,5.5,mb,,41,7.772,0.96,us,us1000h3lz,2018-09-28T17:25:07.040Z,"Indian Ocean Triple Junction",earthquake,9.4,1.9,0.066,79,reviewed,us,us
2018-09-28T05:56:10.310Z,-26.5635,67.614,10,4.9,mb,,79,14.006,0.73,us,us1000h3nn,2018-09-28T09:17:01.040Z,"Indian Ocean Triple Junction",earthquake,12.9,1.8,0.093,36,reviewed,us,us
2018-09-28T02:44:08.980Z,-44.5062,-80.2769,10,4.5,mb,,209,4.983,0.75,us,us1000h3l2,2018-10-10T01:01:09.040Z,"Off the coast of Aisen, Chile",earthquake,5.7,2,0.192,8,reviewed,us,us
2018-09-28T01:06:10.270Z,52.9345,160.8526,9.44,4.7,mb,,147,1.334,1.38,us,us1000h3ki,2018-10-09T04:07:37.040Z,"148km E of Petropavlovsk-Kamchatskiy, Russia",earthquake,10.5,3.6,0.087,40,reviewed,us,us
2018-09-27T23:36:51.500Z,-7.4532,128.5127,154.42,4.5,mb,,65,2.81,1.03,us,us1000h3jr,2018-09-28T00:29:46.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.1,8,0.093,34,reviewed,us,us
2018-09-27T22:25:43.970Z,-18.1652,-178.2429,540.2,5.5,mww,,34,3.55,1.1,us,us1000h3iv,2018-09-28T00:27:52.125Z,"279km N of Ndoi Island, Fiji",earthquake,8.8,6.4,0.073,18,reviewed,us,us
2018-09-27T22:00:21.110Z,-11.3478,-76.7084,44.89,4.8,mb,,100,0.649,0.76,us,us1000h3i7,2018-09-28T15:42:41.058Z,"55km N of Santa Eulalia, Peru",earthquake,7.2,8.6,0.049,127,reviewed,us,us
2018-09-27T21:13:19.690Z,34.1968,80.7091,10,5.1,mb,,29,6.209,0.7,us,us1000h3gn,2018-09-27T21:31:02.040Z,"131km NE of Rutog, China",earthquake,7.3,1.8,0.035,271,reviewed,us,us
2018-09-27T16:23:20.600Z,-22.5499,170.1635,10,4.9,mb,,103,2.511,1.03,us,us1000h3bk,2018-09-28T15:40:08.040Z,"194km W of Ile Hunter, New Caledonia",earthquake,7.2,1.8,0.061,84,reviewed,us,us
2018-09-27T15:53:32.790Z,-5.9279,154.7531,167.92,5.2,mww,,13,3.103,0.73,us,us1000h3a7,2018-09-28T14:40:11.040Z,"91km WNW of Panguna, Papua New Guinea",earthquake,8.2,4.2,0.073,18,reviewed,us,us
2018-09-27T11:45:54.220Z,26.9354,129.5048,10,4.6,mb,,131,1.105,0.55,us,us1000h382,2018-09-27T12:18:02.040Z,"156km ENE of Nago, Japan",earthquake,8,1.9,0.125,19,reviewed,us,us
2018-09-27T10:32:15.730Z,47.6379,154.0183,40.52,4.8,mb,,136,5.96,0.75,us,us1000h375,2018-09-27T10:54:33.040Z,"Kuril Islands",earthquake,10.2,7.5,0.079,49,reviewed,us,us
2018-09-27T10:25:47.600Z,-58.1943,-9.5822,10,5.7,mww,,67,13.815,0.68,us,us1000h36v,2018-09-27T18:04:39.040Z,"East of the South Sandwich Islands",earthquake,11.2,1.8,0.069,20,reviewed,us,us
2018-09-27T10:21:49.770Z,36.7747,21.3897,10,5.2,mb,,49,3.19,1.4,us,us1000h36s,2018-09-29T21:20:48.742Z,"28km W of Methoni, Greece",earthquake,6.7,1.9,0.037,246,reviewed,us,us
2018-09-27T07:53:01.860Z,-58.3979,-25.2045,10,4.9,mb,,132,7.501,0.86,us,us1000h35m,2018-09-27T08:08:49.040Z,"103km NE of Bristol Island, South Sandwich Islands",earthquake,11,1.9,0.09,39,reviewed,us,us
2018-09-27T05:55:09.890Z,51.4913,-178.4338,10,4.8,mb,,125,0.875,0.85,us,us1000h34x,2018-10-05T19:26:04.370Z,"48km SSW of Tanaga Volcano, Alaska",earthquake,9.8,1.9,0.03,338,reviewed,us,us
